LastUpdated,Capacity,Occupancy,rownum,cubic_fill
2016-10-04 07:45:00,1354.0,248.1764705882353,0,1354.0
2016-10-04 08:00:00,,,1,1161.2094409183699
2016-10-04 08:15:00,1392.142857142857,344.57142857142856,2,1392.142857142857
2016-10-04 08:30:00,,,3,1613.5405590816304
2016-10-04 08:45:00,1392.142857142857,439.14285714285717,4,1392.1428571428576
2016-10-04 09:00:00,,,5,614.9497513265379
2016-10-04 09:15:00,450.0,84.0,6,450.0
2016-10-04 09:30:00,1427.037037037037,548.925925925926,7,1427.0370370370372
2016-10-04 09:45:00,1392.142857142857,611.0357142857143,8,1392.142857142857
2016-10-04 10:00:00,,,9,1334.576109149289
2016-10-04 10:15:00,1392.142857142857,674.7857142857143,10,1392.1428571428573
2016-10-04 10:30:00,,,11,1325.927984933483
2016-10-04 10:45:00,1392.142857142857,737.8571428571429,12,1392.142857142857
2016-10-04 11:00:00,,,13,1718.6993849792136
2016-10-04 11:15:00,1425.1851851851852,777.8518518518518,14,1425.1851851851852
2016-10-04 11:30:00,475.0,310.5,15,475.0
2016-10-04 11:45:00,1451.090909090909,861.7272727272727,16,1451.0909090909088
2016-10-04 12:00:00,,,17,1915.9473195451328
2016-10-04 12:15:00,1427.037037037037,843.4074074074074,18,1427.037037037037
2016-10-04 12:30:00,,,19,595.1048974634555
2016-10-04 12:45:00,485.0,374.0,20,485.0
2016-10-04 13:00:00,1425.7407407407406,836.5185185185185,21,1425.7407407407409
2016-10-04 13:15:00,1392.142857142857,813.7142857142857,22,1392.142857142857
2016-10-04 13:30:00,,,23,1267.3911843260407
2016-10-04 13:45:00,,,24,1317.2077691442169
2016-10-04 14:00:00,1392.142857142857,806.0357142857143,25,1392.1428571428573
2016-10-04 14:15:00,1392.142857142857,782.2142857142857,26,1392.1428571428573
2016-10-04 14:30:00,,,27,1387.8994376955734
2016-10-04 14:45:00,1392.142857142857,744.9285714285714,28,1392.1428571428569
2016-10-04 15:00:00,,,29,1393.6321307732744
2016-10-04 15:15:00,,,30,1392.5988751471757
2016-10-04 15:30:00,1392.142857142857,700.8571428571429,31,1392.1428571428569
2016-10-04 15:45:00,,,32,1393.7115005923781
2016-10-04 16:00:00,1392.142857142857,644.3571428571429,33,1392.142857142857
2016-10-04 16:15:00,,,34,1385.598424544255
2016-10-04 16:30:00,1392.142857142857,584.0,35,1392.142857142857
2016-10-04 16:45:00,,,36,1430.6747024208019
2016-10-04 17:00:00,,,37,1503.524923807325
2016-10-04 17:15:00,,,38,1608.8825887184378
2016-10-04 17:30:00,,,39,1744.936764570149
2016-10-04 17:45:00,,,40,1909.8765187784688
2016-10-04 18:00:00,,,41,2101.8909187594086
2016-10-04 18:15:00,,,42,2319.169031928977
2016-10-04 18:30:00,,,43,2559.8999257031846
2016-10-04 18:45:00,,,44,2822.272667498042
2016-10-04 19:00:00,,,45,3104.476324729559
2016-10-04 19:15:00,,,46,3404.6999648137453
2016-10-04 19:30:00,,,47,3721.132655166611
2016-10-04 19:45:00,,,48,4051.963463204167
2016-10-04 20:00:00,,,49,4395.381456342424
2016-10-04 20:15:00,,,50,4749.57570199739
2016-10-04 20:30:00,,,51,5112.735267585074
2016-10-04 20:45:00,,,52,5483.049220521492
2016-10-04 21:00:00,,,53,5858.706628222648
2016-10-04 21:15:00,,,54,6237.896558104555
2016-10-04 21:30:00,,,55,6618.808077583224
2016-10-04 21:45:00,,,56,6999.630254074661
2016-10-04 22:00:00,,,57,7378.55215499488
2016-10-04 22:15:00,,,58,7753.762847759888
2016-10-04 22:30:00,,,59,8123.4513997856975
2016-10-04 22:45:00,,,60,8485.80687848832
2016-10-04 23:00:00,,,61,8839.018351283765
2016-10-04 23:15:00,,,62,9181.274885588038
2016-10-04 23:30:00,,,63,9510.765548817151
2016-10-04 23:45:00,,,64,9825.67940838712
2016-10-05 00:00:00,,,65,10124.205531713944
2016-10-05 00:15:00,,,66,10404.532986213644
2016-10-05 00:30:00,,,67,10664.850839302226
2016-10-05 00:45:00,,,68,10903.3481583957
2016-10-05 01:00:00,,,69,11118.214010910075
2016-10-05 01:15:00,,,70,11307.637464261363
2016-10-05 01:30:00,,,71,11469.807585865567
2016-10-05 01:45:00,,,72,11602.913443138708
2016-10-05 02:00:00,,,73,11705.144103496794
2016-10-05 02:15:00,,,74,11774.688634355829
2016-10-05 02:30:00,,,75,11809.736103131827
2016-10-05 02:45:00,,,76,11808.4755772408
2016-10-05 03:00:00,,,77,11769.096124098753
2016-10-05 03:15:00,,,78,11689.786811121696
2016-10-05 03:30:00,,,79,11568.736705725647
2016-10-05 03:45:00,,,80,11404.134875326607
2016-10-05 04:00:00,,,81,11194.170387340593
2016-10-05 04:15:00,,,82,10937.03230918361
2016-10-05 04:30:00,,,83,10630.90970827167
2016-10-05 04:45:00,,,84,10273.991652020786
2016-10-05 05:00:00,,,85,9864.467207846963
2016-10-05 05:15:00,,,86,9400.525443166218
2016-10-05 05:30:00,,,87,8880.355425394553
2016-10-05 05:45:00,,,88,8302.14622194798
2016-10-05 06:00:00,,,89,7664.086900242515
2016-10-05 06:15:00,,,90,6964.366527694161
2016-10-05 06:30:00,,,91,6201.174171718932
2016-10-05 06:45:00,,,92,5372.698899732837
2016-10-05 07:00:00,,,93,4477.1297791518855
2016-10-05 07:15:00,,,94,3512.6558773920897
2016-10-05 07:30:00,,,95,2477.4662618694583
2016-10-05 07:45:00,1369.75,320.125,96,1369.7500000000002
2016-10-05 08:00:00,,,97,377.75943333914654
2016-10-05 08:15:00,450.0,45.0,98,450.0
2016-10-05 08:30:00,1409.7391304347825,423.6521739130435,99,1409.7391304347825
2016-10-05 08:45:00,450.0,49.0,100,450.0
2016-10-05 09:00:00,1409.7391304347825,532.304347826087,101,1409.7391304347827
2016-10-05 09:15:00,,,102,1754.2858339741092
2016-10-05 09:30:00,1369.75,594.625,103,1369.7500000000002
2016-10-05 09:45:00,,,104,1191.6501629377922
2016-10-05 10:00:00,1369.75,677.7083333333334,105,1369.75
2016-10-05 10:15:00,,,106,1702.61215557907
2016-10-05 10:30:00,1369.75,717.7916666666666,107,1369.75
2016-10-05 10:45:00,450.0,87.0,108,450.0
2016-10-05 11:00:00,1409.7391304347825,773.3913043478261,109,1409.7391304347825
2016-10-05 11:15:00,,,110,1630.454579124792
2016-10-05 11:30:00,1369.75,752.0416666666666,111,1369.75
2016-10-05 11:45:00,,,112,1590.2505774505553
2016-10-05 12:00:00,1369.75,761.125,113,1369.75
2016-10-05 12:15:00,485.0,376.0,114,485.0
2016-10-05 12:30:00,1408.2173913043478,779.4782608695652,115,1408.2173913043478
2016-10-05 12:45:00,1369.75,761.125,116,1369.7499999999998
2016-10-05 13:00:00,,,117,1217.5108960831822
2016-10-05 13:15:00,,,118,1279.0766867005987
2016-10-05 13:30:00,1369.75,756.7083333333334,119,1369.7500000000002
2016-10-05 13:45:00,1369.75,752.4583333333334,120,1369.75
2016-10-05 14:00:00,,,121,1377.6849816579381
2016-10-05 14:15:00,,,122,1391.9717256230902
2016-10-05 14:30:00,1369.75,733.0,123,1369.75
2016-10-05 14:45:00,1369.75,705.9166666666666,124,1369.75
2016-10-05 15:00:00,,,125,1664.818773759703
2016-10-05 15:15:00,,,126,1860.414374515023
2016-10-05 15:30:00,1369.75,660.2916666666666,127,1369.7499999999998
2016-10-05 15:45:00,485.0,316.0,128,485.0
2016-10-05 16:00:00,1408.2173913043478,631.0,129,1408.2173913043473
2016-10-05 16:15:00,,,130,1755.12257510259
2016-10-05 16:30:00,1369.75,555.0416666666666,131,1369.75
2016-10-05 16:45:00,,,132,920.4903221596551
2016-10-05 17:00:00,,,133,538.8790393587894
2016-10-05 17:15:00,,,134,222.23785977817556
2016-10-05 17:30:00,,,135,-32.111508401412664
2016-10-05 17:45:00,,,136,-226.8473569992046
2016-10-05 18:00:00,,,137,-364.6479778344253
2016-10-05 18:15:00,,,138,-448.19166272630264
2016-10-05 18:30:00,,,139,-480.1567034940638
2016-10-05 18:45:00,,,140,-463.2213919569363
2016-10-05 19:00:00,,,141,-400.064019934147
2016-10-05 19:15:00,,,142,-293.36287924492257
2016-10-05 19:30:00,,,143,-145.7962617084913
2016-10-05 19:45:00,,,144,39.95754085592107
2016-10-05 20:00:00,,,145,261.22023662908583
2016-10-05 20:15:00,,,146,515.313533791777
2016-10-05 20:30:00,,,147,799.5591405247658
2016-10-05 20:45:00,,,148,1111.2787650088273
2016-10-05 21:00:00,,,149,1447.7941154247326
2016-10-05 21:15:00,,,150,1806.4268999532558
2016-10-05 21:30:00,,,151,2184.4988267751696
2016-10-05 21:45:00,,,152,2579.331604071247
2016-10-05 22:00:00,,,153,2988.2469400222567
2016-10-05 22:15:00,,,154,3408.5665428089774
2016-10-05 22:30:00,,,155,3837.6121206121793
2016-10-05 22:45:00,,,156,4272.705381612636
2016-10-05 23:00:00,,,157,4711.16803399112
2016-10-05 23:15:00,,,158,5150.321785928402
2016-10-05 23:30:00,,,159,5587.488345605257
2016-10-05 23:45:00,,,160,6019.98942120246
2016-10-06 00:00:00,,,161,6445.146720900782
2016-10-06 00:15:00,,,162,6860.2819528809905
2016-10-06 00:30:00,,,163,7262.716825323867
2016-10-06 00:45:00,,,164,7649.77304641018
2016-10-06 01:00:00,,,165,8018.772324320701
2016-10-06 01:15:00,,,166,8367.036367236207
2016-10-06 01:30:00,,,167,8691.886883337465
2016-10-06 01:45:00,,,168,8990.645580805252
2016-10-06 02:00:00,,,169,9260.634167820344
2016-10-06 02:15:00,,,170,9499.174352563507
2016-10-06 02:30:00,,,171,9703.587843215517
2016-10-06 02:45:00,,,172,9871.196347957148
2016-10-06 03:00:00,,,173,9999.321574969166
2016-10-06 03:15:00,,,174,10085.285232432358
2016-10-06 03:30:00,,,175,10126.409028527481
2016-10-06 03:45:00,,,176,10120.014671435316
2016-10-06 04:00:00,,,177,10063.423869336635
2016-10-06 04:15:00,,,178,9953.958330412212
2016-10-06 04:30:00,,,179,9788.939762842816
2016-10-06 04:45:00,,,180,9565.689874809226
2016-10-06 05:00:00,,,181,9281.530374492208
2016-10-06 05:15:00,,,182,8933.782970072538
2016-10-06 05:30:00,,,183,8519.76936973099
2016-10-06 05:45:00,,,184,8036.811281648334
2016-10-06 06:00:00,,,185,7482.230414005345
2016-10-06 06:15:00,,,186,6853.348474982797
2016-10-06 06:30:00,,,187,6147.487172761458
2016-10-06 06:45:00,,,188,5361.968215522105
2016-10-06 07:00:00,,,189,4494.113311445511
2016-10-06 07:15:00,,,190,3541.2441687124465
2016-10-06 07:30:00,,,191,2500.6824955036855
2016-10-06 07:45:00,1369.75,321.3333333333333,192,1369.75
2016-10-06 08:00:00,450.0,50.0,193,450.0
2016-10-06 08:15:00,,,194,733.3548779268974
2016-10-06 08:30:00,1409.7391304347825,419.30434782608694,195,1409.7391304347825
2016-10-06 08:45:00,1369.75,485.625,196,1369.75
2016-10-06 09:00:00,,,197,648.4111334522827
2016-10-06 09:15:00,450.0,60.0,198,450.0
2016-10-06 09:30:00,1409.7391304347825,589.8260869565217,199,1409.7391304347827
2016-10-06 09:45:00,,,200,1657.4483971052232
2016-10-06 10:00:00,1369.75,635.8333333333334,201,1369.75
2016-10-06 10:15:00,,,202,1264.0779112724115
2016-10-06 10:30:00,1369.75,677.625,203,1369.75
2016-10-06 10:45:00,1369.75,705.0,204,1369.7499999999998
2016-10-06 11:00:00,,,205,703.4059811575572
2016-10-06 11:15:00,450.0,104.0,206,450.0
2016-10-06 11:30:00,1409.7391304347825,754.695652173913,207,1409.7391304347827
2016-10-06 11:45:00,,,208,1909.1645249305957
2016-10-06 12:00:00,1369.75,746.5416666666666,209,1369.75
2016-10-06 12:15:00,485.0,343.0,210,485.00000000000006
2016-10-06 12:30:00,1408.2173913043478,772.1739130434783,211,1408.217391304348
2016-10-06 12:45:00,1369.75,746.0416666666666,212,1369.7500000000002
2016-10-06 13:00:00,,,213,1182.3070369932504
2016-10-06 13:15:00,,,214,1217.33825164379
2016-10-06 13:30:00,1369.75,740.9166666666666,215,1369.7499999999998
2016-10-06 13:45:00,1369.75,738.5,216,1369.75
2016-10-06 14:00:00,,,217,722.0678197896889
2016-10-06 14:15:00,500.0,447.0,218,500.0
2016-10-06 14:30:00,1407.5652173913043,722.8260869565217,219,1407.5652173913045
2016-10-06 14:45:00,,,220,1636.6779651553243
2016-10-06 15:00:00,1369.75,686.0,221,1369.75
2016-10-06 15:15:00,,,222,1299.870900167337
2016-10-06 15:30:00,1369.75,652.2083333333334,223,1369.7499999999998
2016-10-06 15:45:00,,,224,1387.065336349241
2016-10-06 16:00:00,1369.75,609.6666666666666,225,1369.7500000000002
2016-10-06 16:15:00,,,226,1370.3677544356985
2016-10-06 16:30:00,1369.75,554.7916666666666,227,1369.7500000000002
2016-10-06 16:45:00,,,228,1337.2976584228775
2016-10-06 17:00:00,,,229,1268.4221001193025
2016-10-06 17:15:00,,,230,1165.0373076754938
2016-10-06 17:30:00,,,231,1029.0572636776722
2016-10-06 17:45:00,,,232,862.3959507120577
2016-10-06 18:00:00,,,233,666.9673513648701
2016-10-06 18:15:00,,,234,444.68544822232946
2016-10-06 18:30:00,,,235,197.4642238706559
2016-10-06 18:45:00,,,236,-72.78233910393043
2016-10-06 19:00:00,,,237,-364.1402581152097
2016-10-06 19:15:00,,,238,-674.6955505769622
2016-10-06 19:30:00,,,239,-1002.5342339029671
2016-10-06 19:45:00,,,240,-1345.742325507005
2016-10-06 20:00:00,,,241,-1702.405842802856
2016-10-06 20:15:00,,,242,-2070.6108032042994
2016-10-06 20:30:00,,,243,-2448.443224125115
2016-10-06 20:45:00,,,244,-2833.9891229790846
2016-10-06 21:00:00,,,245,-3225.3345171799856
2016-10-06 21:15:00,,,246,-3620.5654241415987
2016-10-06 21:30:00,,,247,-4017.7678612777054
2016-10-06 21:45:00,,,248,-4415.027846002085
2016-10-06 22:00:00,,,249,-4810.431395728518
2016-10-06 22:15:00,,,250,-5202.064527870782
2016-10-06 22:30:00,,,251,-5588.013259842659
2016-10-06 22:45:00,,,252,-5966.3636090579275
2016-10-06 23:00:00,,,253,-6335.20159293037
2016-10-06 23:15:00,,,254,-6692.613228873764
2016-10-06 23:30:00,,,255,-7036.68453430189
2016-10-06 23:45:00,,,256,-7365.50152662853
2016-10-07 00:00:00,,,257,-7677.150223267461
2016-10-07 00:15:00,,,258,-7969.716641632467
2016-10-07 00:30:00,,,259,-8241.286799137319
2016-10-07 00:45:00,,,260,-8489.946713195808
2016-10-07 01:00:00,,,261,-8713.782401221712
2016-10-07 01:15:00,,,262,-8910.879880628801
2016-10-07 01:30:00,,,263,-9079.325168830866
2016-10-07 01:45:00,,,264,-9217.204283241685
2016-10-07 02:00:00,,,265,-9322.60324127503
2016-10-07 02:15:00,,,266,-9393.608060344692
2016-10-07 02:30:00,,,267,-9428.304757864445
2016-10-07 02:45:00,,,268,-9424.779351248071
2016-10-07 03:00:00,,,269,-9381.11785790935
2016-10-07 03:15:00,,,270,-9295.406295262059
2016-10-07 03:30:00,,,271,-9165.73068071998
2016-10-07 03:45:00,,,272,-8990.177031696894
2016-10-07 04:00:00,,,273,-8766.831365606578
2016-10-07 04:15:00,,,274,-8493.779699862813
2016-10-07 04:30:00,,,275,-8169.108051879383
2016-10-07 04:45:00,,,276,-7790.902439070063
2016-10-07 05:00:00,,,277,-7357.248878848635
2016-10-07 05:15:00,,,278,-6866.23338862888
2016-10-07 05:30:00,,,279,-6315.9419858245765
2016-10-07 05:45:00,,,280,-5704.460687849502
2016-10-07 06:00:00,,,281,-5029.875512117443
2016-10-07 06:15:00,,,282,-4290.272476042173
2016-10-07 06:30:00,,,283,-3483.737597037476
2016-10-07 06:45:00,,,284,-2608.356892517129
2016-10-07 07:00:00,,,285,-1662.2163798949143
2016-10-07 07:15:00,,,286,-643.4020765846121
2016-10-07 07:30:00,450.0,44.0,287,450.0
2016-10-07 07:45:00,,,288,1437.593298332359
2016-10-07 08:00:00,1409.7391304347825,332.82608695652175,289,1409.7391304347825
2016-10-07 08:15:00,450.0,48.0,290,450.0
2016-10-07 08:30:00,1409.7391304347825,404.04347826086956,291,1409.7391304347825
2016-10-07 08:45:00,,,292,1710.944630684853
2016-10-07 09:00:00,1369.75,482.0,293,1369.7500000000002
2016-10-07 09:15:00,,,294,1286.4696414922776
2016-10-07 09:30:00,1369.75,534.7916666666666,295,1369.7499999999998
2016-10-07 09:45:00,1369.75,581.9166666666666,296,1369.75
2016-10-07 10:00:00,,,297,1359.6500080255223
2016-10-07 10:15:00,,,298,1363.274120731135
2016-10-07 10:30:00,1369.75,619.5833333333334,299,1369.75
2016-10-07 10:45:00,1369.75,640.625,300,1369.75
2016-10-07 11:00:00,,,301,1362.5017356455592
2016-10-07 11:15:00,,,302,1358.283480566426
2016-10-07 11:30:00,1369.75,653.1666666666666,303,1369.7499999999998
2016-10-07 11:45:00,,,304,1394.4802562643213
2016-10-07 12:00:00,1369.75,668.9583333333334,305,1369.75
2016-10-07 12:15:00,,,306,1281.3894613319833
2016-10-07 12:30:00,1369.75,668.7916666666666,307,1369.7499999999998
2016-10-07 12:45:00,,,308,1698.4618984077456
2016-10-07 13:00:00,1369.75,669.625,309,1369.75
2016-10-07 13:15:00,492.5,321.0,310,492.5
2016-10-07 13:30:00,1449.5,689.2727272727273,311,1449.5
2016-10-07 13:45:00,485.0,279.0,312,485.0
2016-10-07 14:00:00,1408.2173913043478,663.6521739130435,313,1408.2173913043478
2016-10-07 14:15:00,485.0,281.0,314,484.99999999999994
2016-10-07 14:30:00,1408.2173913043478,643.6521739130435,315,1408.2173913043478
2016-10-07 14:45:00,,,316,1941.4241289017332
2016-10-07 15:00:00,1369.75,598.2916666666666,317,1369.7499999999998
2016-10-07 15:15:00,600.0,377.0,318,600.0
2016-10-07 15:30:00,1403.2173913043478,584.7826086956521,319,1403.217391304348
2016-10-07 15:45:00,1369.75,542.2916666666666,320,1369.75
2016-10-07 16:00:00,,,321,1222.5089298882326
2016-10-07 16:15:00,,,322,1262.7438878784408
2016-10-07 16:30:00,1369.75,492.1666666666667,323,1369.75
2016-10-07 16:45:00,,,324,1443.3572395266435
2016-10-07 17:00:00,,,325,1465.5349687095365
2016-10-07 17:15:00,,,326,1438.7873970442035
2016-10-07 17:30:00,,,327,1365.6187340261692
2016-10-07 17:45:00,,,328,1248.5331891509572
2016-10-07 18:00:00,,,329,1090.0349719140925
2016-10-07 18:15:00,,,330,892.628291811098
2016-10-07 18:30:00,,,331,658.8173583374994
2016-10-07 18:45:00,,,332,391.10638098881975
2016-10-07 19:00:00,,,333,91.99956926058458
2016-10-07 19:15:00,,,334,-235.9988673516829
2016-10-07 19:30:00,,,335,-590.3847193524589
2016-10-07 19:45:00,,,336,-968.653777246218
2016-10-07 20:00:00,,,337,-1368.3018315374366
2016-10-07 20:15:00,,,338,-1786.8246727305902
2016-10-07 20:30:00,,,339,-2221.718091330155
2016-10-07 20:45:00,,,340,-2670.4778778406076
2016-10-07 21:00:00,,,341,-3130.5998227664195
2016-10-07 21:15:00,,,342,-3599.579716612071
2016-10-07 21:30:00,,,343,-4074.913349882037
2016-10-07 21:45:00,,,344,-4554.096513080794
2016-10-07 22:00:00,,,345,-5034.624996712814
2016-10-07 22:15:00,,,346,-5513.994591282577
2016-10-07 22:30:00,,,347,-5989.701087294557
2016-10-07 22:45:00,,,348,-6459.24027525323
2016-10-07 23:00:00,,,349,-6920.107945663071
2016-10-07 23:15:00,,,350,-7369.799889028554
2016-10-07 23:30:00,,,351,-7805.811895854161
2016-10-07 23:45:00,,,352,-8225.639756644361
2016-10-08 00:00:00,,,353,-8626.779261903635
2016-10-08 00:15:00,,,354,-9006.726202136457
2016-10-08 00:30:00,,,355,-9362.9763678473
2016-10-08 00:45:00,,,356,-9693.025549540645
2016-10-08 01:00:00,,,357,-9994.369537720964
2016-10-08 01:15:00,,,358,-10264.50412289273
2016-10-08 01:30:00,,,359,-10500.925095560424
2016-10-08 01:45:00,,,360,-10701.128246228522
2016-10-08 02:00:00,,,361,-10862.609365401495
2016-10-08 02:15:00,,,362,-10982.864243583826
2016-10-08 02:30:00,,,363,-11059.388671279983
2016-10-08 02:45:00,,,364,-11089.678438994448
2016-10-08 03:00:00,,,365,-11071.229337231689
2016-10-08 03:15:00,,,366,-11001.537156496188
2016-10-08 03:30:00,,,367,-10878.097687292422
2016-10-08 03:45:00,,,368,-10698.406720124862
2016-10-08 04:00:00,,,369,-10459.960045497988
2016-10-08 04:15:00,,,370,-10160.253453916273
2016-10-08 04:30:00,,,371,-9796.782735884195
2016-10-08 04:45:00,,,372,-9367.043681906229
2016-10-08 05:00:00,,,373,-8868.532082486849
